Model,Time,R2,RMSE
RF,2.7599968910217285,0.27177809762078475,19.818856856061718
XGB,0.15781450271606445,0.11917683558034942,21.796717537383802
MLP,0.39990901947021484,0.308455656139098,19.313311682706225
