Model,Time,R2,RMSE
RF_bootstrap,9.15065598487854,0.7803916651899461,188.06686509440453
RF,11.084369659423828,0.7757836578242703,190.02971084443726
XGB,0.09048008918762207,0.8053798775598805,177.04421746100405
