date,ABLH_h00,ABLH_h01,ABLH_h02,ABLH_h03,ABLH_h04,ABLH_h05,ABLH_h06,ABLH_h07,ABLH_h08,ABLH_h09,ABLH_h10,ABLH_h11,ABLH_h12,ABLH_h13,ABLH_h14,ABLH_h15,ABLH_h16,ABLH_h17,ABLH_h18,ABLH_h19,ABLH_h20,ABLH_h21,ABLH_h22,ABLH_h23,AQI,PM2.5,PM10,NO2,SO2,CO
2024-03-31,309.2202,359.95972,421.61084,470.9646,474.6499,463.38818,540.64966,683.60815,653.77783,468.2876,275.3806,160.81526,61.78351,28.949966,53.95247,77.252335,93.11499,93.26491,94.06198,103.07771,116.74626,131.92734,146.16478,160.95995,237,105,7,0.74,38,90.0
2024-04-01,198.28401,237.72536,301.59058,371.03003,425.55933,455.83594,480.45898,490.28857,473.0476,474.64624,380.93262,419.7151,538.6289,820.4353,942.04736,763.7593,680.9929,674.4968,626.86206,362.8186,285.4253,275.3899,198.42163,283.3694,229,80,9,0.75,35,107.0
2024-04-02,327.28174,335.07666,385.35522,436.6316,482.12598,491.8789,840.4348,897.35986,840.5908,337.25146,248.31961,105.33298,25.731033,65.67453,179.33684,273.95093,261.02466,209.67764,178.33698,149.72656,133.01965,169.09001,312.30664,447.1123,34,25,5,0.53,23,66.0
2024-04-03,563.52515,614.4221,568.58374,624.2302,777.6511,869.15454,885.7058,877.11597,853.9053,809.71313,738.33936,726.39624,693.43506,641.52,572.2012,497.40503,464.88647,464.13525,474.4829,500.4839,503.44727,508.44897,480.95264,488.24854,8,21,5,0.67,15,62.0
2024-04-04,530.3906,595.9746,640.6487,656.7561,662.625,698.19824,814.10767,879.14844,870.29834,848.95557,382.03833,105.254395,268.5437,452.95264,422.35767,384.261,374.0708,364.74658,351.68115,361.03564,308.07324,237.41489,181.06079,348.67188,144,47,7,0.77,23,88.0
2024-04-05,452.17065,536.199,673.1116,823.79297,950.3877,1049.0234,1106.5774,1097.9265,1022.063,790.80493,374.98853,349.96216,380.66016,372.14038,378.60474,364.2373,314.91504,334.36157,315.95605,347.7605,412.11987,451.83252,401.719,397.77075,134,48,8,0.74,19,110.0
2024-04-06,374.2578,350.59058,335.23877,411.69775,512.6389,535.4404,528.0935,589.323,596.49243,563.6987,317.80127,270.3684,238.6274,181.26292,179.08617,193.95297,168.69582,186.00267,209.56828,217.265,221.05014,254.58215,351.38745,379.79077,84,35,5,0.59,20,84.0
2024-04-07,410.16992,424.82373,442.65527,458.94873,461.86255,462.16406,420.76,422.73486,399.2168,378.41626,343.06128,337.40942,333.95435,343.68066,350.13013,352.33252,344.61792,352.77856,351.33716,343.8557,343.99048,350.4414,301.24243,271.90747,113,37,5,0.52,23,73.0
2024-04-08,322.47852,389.4043,406.29395,393.08008,415.33032,425.87646,447.21826,502.41113,527.8862,511.8125,338.11426,228.50513,59.601135,36.857407,52.398056,67.11879,92.166336,122.650604,150.24194,157.83182,125.89938,110.32655,69.3356,111.75838,47,19,5,0.53,26,65.0
2024-04-09,180.8863,311.30664,499.34302,722.01807,926.9343,1094.2104,1252.8828,1270.2292,1142.9885,814.3843,184.01357,190.07808,211.07913,212.9831,212.7897,217.72878,210.47447,186.13045,156.97089,116.01251,124.795074,157.66766,168.78897,245.6774,172,53,8,0.65,30,94.0
2024-04-10,328.72778,440.45728,554.14575,639.3047,675.92163,706.8352,704.17944,653.6909,566.32495,499.1223,394.51636,366.46875,370.9756,352.17114,330.7495,307.41504,278.9231,267.9983,265.47656,259.43994,246.13577,239.17075,152.58727,155.93085,165,58,8,0.48,29,103.0
2024-04-11,176.11827,219.14685,308.2556,331.48315,354.47925,497.99023,605.38574,650.51855,610.9524,418.761,205.35757,194.81104,188.26756,172.69165,165.76384,184.65884,193.60193,194.76443,203.34894,184.46309,203.20743,201.86998,161.4134,181.97461,119,51,7,0.45,25,85.0
2024-04-12,202.93356,268.5183,316.51416,344.47314,388.47925,398.08887,372.50488,370.11328,337.13354,310.7046,256.97632,225.94243,217.63872,219.8314,215.00563,216.82613,209.9591,195.86488,184.08475,182.9704,179.61636,177.82797,181.16881,206.54988,62,41,6,0.51,40,25.0
2024-04-13,253.88521,352.34058,525.77783,656.6101,706.6428,798.7612,707.3784,597.9241,438.4402,387.3767,316.68555,323.11646,317.98096,330.7788,323.8645,311.54614,303.8667,306.1543,306.11133,328.25586,351.2422,358.65527,320.23535,322.46313,19,24,5,0.55,20,55.0
2024-04-14,298.01978,327.04272,431.15723,520.8955,663.18604,684.031,766.0857,736.4138,339.85254,157.30069,119.92815,64.11354,46.561264,61.153885,149.70457,255.26895,242.60751,195.04942,213.77057,253.26562,322.38574,349.396,251.0176,347.24023,17,18,6,0.56,17,69.0
2024-04-15,402.48462,488.56616,617.87524,773.9431,769.426,917.82153,981.41235,762.6216,606.8137,326.85205,187.90317,186.68742,215.28906,232.49823,220.82779,210.10966,195.04274,147.72401,134.5327,118.46121,87.88092,74.98274,145.27185,172.0075,95,48,7,0.76,22,90.0
2024-04-16,224.56178,351.52637,496.10474,623.91675,673.26196,718.65894,732.2627,691.7471,470.0315,373.3125,388.59546,365.50537,353.81177,344.20068,320.51343,306.60474,303.94653,315.6018,339.67847,368.07568,389.63013,392.63037,399.26562,428.08765,120,50,6,0.77,28,86.0
2024-04-17,409.94336,430.29907,445.68262,458.7556,457.41968,481.1958,531.313,562.8779,529.4741,487.33618,369.17236,337.65186,346.50488,394.73633,314.66724,199.53346,130.7945,135.58554,128.5488,137.38557,108.490906,62.37216,41.349304,81.97157,32,17,5,0.55,19,74.0
2024-04-18,181.16849,379.57056,567.04346,696.98706,769.51514,788.81006,804.49927,824.68896,797.4883,613.52075,254.95714,201.1187,209.29562,237.22905,264.2854,275.67847,261.32642,227.27003,194.13966,192.61102,208.44925,225.50262,229.59802,280.87817,195,74,8,0.74,29,76.0
2024-04-19,354.48584,425.1875,473.64478,512.46265,600.8557,672.2881,678.41406,543.5359,570.01416,540.9883,415.5891,447.6289,470.75195,479.53613,498.05347,510.6184,486.48657,443.0005,385.08887,321.5896,331.45947,414.9087,391.2129,476.64453,261,119,8,0.53,29,75.0
2024-04-20,521.8567,562.2639,687.27246,847.647,950.3977,957.4907,955.47,927.8396,818.15234,757.5513,530.1875,423.6079,279.60376,330.42456,359.698,351.36792,311.99976,271.71777,205.28131,140.67897,96.85213,43.528183,42.3636,100.33287,171,54,6,0.73,16,79.0
2024-04-21,443.68408,689.8855,774.7991,799.55835,901.73047,748.8262,728.6765,681.5925,589.84595,491.52393,249.6182,104.6391,145.95877,210.17754,223.74251,257.47388,282.2395,281.4187,289.28174,301.0879,311.19482,321.87354,305.0254,316.47485,113,41,6,0.72,21,79.0
2024-04-22,342.66455,379.39136,416.19946,458.854,579.2949,660.8645,721.88257,699.2339,676.7644,450.0515,284.28833,280.37744,281.3789,281.0459,288.24072,290.4016,279.09058,271.64746,274.70898,270.636,294.16016,313.83838,291.93237,305.2444,22,23,6,0.65,15,87.0
2024-04-23,347.5691,278.0542,278.33813,281.23657,384.9568,406.47534,589.7649,791.7136,915.75,770.39355,105.491394,40.94896,52.021698,74.38339,67.98021,49.585968,54.191193,138.96802,411.74316,504.79053,385.1172,204.76723,69.002014,92.367874,85,25,5,0.63,18,87.0
2024-04-24,244.878,387.25122,545.2268,859.76953,1143.1631,1252.8059,1295.4026,1209.4324,985.9817,445.3147,197.1324,167.0719,192.32965,221.83926,266.4038,251.85022,213.07983,154.28896,133.22691,173.62053,170.75441,144.40712,137.82129,176.6574,103,38,6,0.58,23,93.0
2024-04-25,254.17738,322.61768,352.51245,408.45654,377.48022,437.98633,517.9475,511.16382,409.3828,403.21265,300.08252,334.7544,418.67944,371.98096,363.1836,306.14087,247.49036,236.53047,201.69225,169.86763,167.66138,178.77344,183.44504,223.59036,73,39,8,0.5,24,82.0
2024-04-26,302.0476,372.06787,405.76807,443.36646,642.9492,749.6272,756.70264,710.3237,516.0984,370.51782,279.7002,241.05096,250.57661,269.60693,283.8943,275.4978,250.87708,231.38423,216.09383,197.0925,200.10266,201.23705,212.29904,255.93361,78,38,6,0.56,13,99.0
2024-04-27,295.49292,443.97363,576.8364,653.98,713.38306,710.68506,760.4934,760.59375,699.0581,633.14014,471.77588,414.52563,402.02002,412.86108,410.8452,399.25854,389.94434,409.07178,421.25806,398.00903,362.96313,359.02173,363.85474,403.73364,42,30,5,0.56,12,89.0
2024-04-28,444.41577,494.2422,510.6521,515.34033,482.85156,494.93433,517.75146,469.9817,320.6394,223.16423,175.31992,144.13716,105.94713,92.12926,77.16943,40.619278,38.709442,91.395096,145.31409,206.1225,264.8694,324.8103,311.9956,360.29712,50,25,6,0.57,16,71.0
2024-04-29,396.19653,407.45288,542.8545,740.917,841.50146,855.49634,842.5325,867.5327,934.64014,891.1133,293.40527,80.5271,118.35251,245.59402,270.36328,247.82558,226.97131,199.57588,193.33559,228.42271,269.167,315.71484,308.27197,412.2771,101,28,5,0.61,16,65.0
2024-04-30,503.61304,576.624,651.905,704.1721,745.905,742.14624,739.9739,746.60986,743.34814,706.7129,655.1362,612.83813,577.7671,534.5259,473.48853,452.5266,491.80127,537.6775,592.7627,652.65234,659.3479,684.4114,507.2146,462.23926,78,27,5,0.51,20,75.0
2024-05-01,505.62622,573.3176,804.7395,1034.2427,1141.3293,1339.2432,1457.0945,1486.2832,1512.7869,1441.8762,181.13739,101.766556,138.20468,183.69565,168.59196,121.413605,101.4086,88.675766,78.84003,71.09003,77.86484,87.50366,67.62158,156.45305,131,32,7,0.59,18,98.0
2024-05-02,282.34326,731.239,1076.3765,1257.9666,1369.9385,1422.0381,1416.8027,1414.1216,1436.0144,1303.8684,558.65674,525.04224,502.15137,485.0559,427.8911,407.62817,315.95435,259.3235,227.01906,203.46428,233.32417,260.386,276.86914,560.645,109,33,6,0.52,21,88.0
2024-05-03,821.8972,963.86035,1026.7083,1047.96,998.12866,973.1909,904.57764,828.05786,709.1577,615.2781,514.29443,460.92554,451.3672,455.8181,495.65503,561.28,590.85205,564.9712,508.1975,532.4446,536.31445,495.96802,472.00903,494.96875,103,29,6,0.39,11,100.0
2024-05-04,519.02075,573.6792,562.8552,538.7654,536.0935,490.06567,472.2207,495.33252,519.31006,480.40308,317.93823,270.68262,265.23706,233.99023,253.14308,281.885,317.5393,316.91382,310.09863,281.7434,234.3006,202.75427,118.321335,137.38899,75,28,6,0.48,16,85.0
2024-05-05,148.64424,289.13477,348.61963,413.59204,457.7456,464.62476,519.25195,512.7427,483.0703,503.21924,383.91064,216.86926,262.95898,296.22266,194.48576,111.03833,155.30692,173.46071,127.273926,74.71643,66.436615,63.066086,83.92247,266.49048,58,24,5,0.73,16,57.0
2024-05-06,491.75684,638.41406,872.13916,1137.895,1346.3579,1546.6812,1638.1609,1569.9612,1379.8608,669.65405,77.482666,25.661896,21.341827,14.981747,13.684069,15.014783,26.671799,53.126236,104.77904,132.80344,135.23134,128.66676,131.84572,168.04944,97,29,5,0.75,19,88.0
2024-05-07,246.70865,426.03833,666.2212,850.1167,1064.6311,1201.9993,1242.8816,1178.71,891.21826,809.25244,77.61757,48.639893,54.26912,60.44603,50.93071,43.30075,36.01323,21.333832,14.6998625,17.080353,27.647995,45.345535,84.46283,230.6456,271,64,5,0.84,32,111.0
2024-05-08,376.65454,638.7527,990.8921,1237.2458,1410.2014,1523.5483,1595.8423,1663.9487,1610.3562,1320.2922,453.1897,382.98486,392.91553,344.2483,294.18213,262.03662,213.8453,161.93797,117.69304,88.800995,81.337524,83.16727,62.35103,289.52832,121,44,6,0.59,21,112.0
2024-05-09,403.26807,548.6792,775.02954,928.80347,999.1926,1012.1543,963.8091,794.49756,603.66626,465.8694,345.85596,326.83667,336.0298,350.073,353.71802,350.54956,331.83545,304.56128,287.91162,279.83545,256.87378,240.81815,208.67795,265.03857,32,23,6,0.42,16,94.0
2024-05-10,324.82788,390.49048,461.73218,531.4685,602.1362,677.46484,802.3469,917.7117,938.3645,481.4419,251.8089,242.86028,256.56982,267.59644,268.50488,275.07153,310.9414,346.4214,356.58032,308.7954,280.0017,249.33472,222.60796,262.5266,92,39,6,0.49,18,107.0
2024-05-11,312.02466,343.7068,358.50635,389.39746,449.7107,550.8684,642.65137,648.6731,163.15416,86.67615,69.91496,27.706223,46.559937,81.335846,131.51376,175.2917,202.91948,242.51253,341.29126,401.8899,436.89233,501.7837,515.29614,509.7268,147,49,4,0.68,21,70.0
2024-05-12,604.01196,731.2471,854.1758,891.676,923.1057,971.68115,1135.0083,1351.9265,1399.6865,1294.9568,224.79852,113.9769,83.79152,53.682526,29.442078,17.472183,15.034992,17.006699,20.555435,26.398712,29.98288,32.212982,18.297928,52.869415,184,63,4,0.65,16,88.0
2024-05-13,196.88321,470.65674,1015.854,1463.8599,1612.4038,1674.8823,1691.0798,1706.9678,1507.3828,1237.801,188.83528,183.12029,183.68848,176.33102,171.0702,168.09045,154.7152,127.02449,101.761185,87.41499,75.65468,63.613434,50.077347,101.013885,207,89,7,0.7,33,95.0
2024-05-14,194.34839,357.0088,666.5408,962.49976,1037.9438,1043.2224,1034.2366,977.0215,698.9375,378.1172,231.37827,190.75519,189.04051,190.6735,190.47612,179.66277,158.19153,123.289795,88.487,55.837036,40.558456,40.7128,30.05217,67.72041,154,55,7,0.52,20,123.0
2024-05-15,171.41122,282.26392,481.78198,1247.5095,1240.7317,1168.0269,1252.5745,1153.3735,1159.1125,1172.8306,806.6904,343.3208,299.80103,220.47188,147.41245,91.10193,39.8833,17.057114,21.874527,31.977646,50.746338,76.81726,106.622055,224.92279,164,57,6,0.6,23,100.0
2024-05-16,449.6494,583.05347,680.6367,763.66724,847.5227,905.8181,947.7617,966.67017,893.05005,670.0134,137.38779,125.1306,127.6564,136.95157,160.09978,180.5376,187.17026,184.2423,177.65096,171.90874,160.82175,149.84113,138.75534,187.43045,77,39,6,0.47,25,99.0
2024-05-17,255.18239,321.88477,383.73682,452.19482,540.999,661.45166,811.3386,938.8225,904.9956,377.52197,204.43224,194.33534,227.44962,255.78123,267.9973,261.1797,242.85005,221.04114,181.54625,143.38315,128.83301,129.6631,116.49776,188.02328,175,51,6,0.58,21,128.0
2024-05-18,284.91504,392.10303,495.23096,588.64307,671.6355,730.46436,754.04736,683.4573,567.3423,474.20288,385.69946,361.54346,378.7854,392.74146,387.02222,369.27344,347.34473,328.2251,317.42212,304.61255,286.4026,277.6714,292.9734,398.61426,83,40,6,0.54,15,110.0
2024-05-19,528.04175,630.03516,714.56714,792.36597,856.16895,879.37695,871.42896,792.3989,657.83057,566.86865,447.9773,389.34766,354.86987,341.865,344.23413,348.20752,363.31104,355.66333,324.3777,314.0913,304.35693,293.60107,302.65723,387.65234,118,35,5,0.56,12,92.0
2024-05-20,506.32666,669.9187,833.61304,1024.2161,1053.8357,1159.9324,698.302,621.59375,578.0017,503.07983,414.70972,376.60864,381.65527,381.5149,369.07593,358.76562,352.52246,346.73145,338.9536,357.77026,386.8269,409.62598,453.1328,524.05664,153,32,5,0.6,13,81.0
2024-05-21,691.6238,800.8513,944.8074,905.0388,885.84375,825.57446,752.5637,671.97974,617.7014,569.73047,498.63647,433.45264,393.31274,390.34985,396.7478,386.2932,371.4568,351.20044,287.3811,201.02403,207.03592,233.08282,177.14798,229.18947,75,27,6,0.58,13,74.0
2024-05-22,360.84814,444.96362,475.65234,484.4016,495.83325,578.79834,613.67285,664.13745,635.522,579.7378,332.52783,256.90723,297.13525,300.56006,299.94678,294.9983,291.06372,288.36206,274.20605,251.03046,230.3464,223.71684,256.73682,353.4707,119,37,7,0.56,18,85.0
2024-05-23,487.6294,612.2239,887.52783,1108.0747,1016.0979,1032.7739,1009.5498,971.2075,471.14648,370.32153,290.1206,264.4087,254.12436,254.5155,240.96379,216.84183,196.29109,178.50017,162.0756,161.91382,167.83528,160.26497,194.369,269.67236,127,31,6,0.6,14,108.0
2024-05-24,361.438,453.91577,554.99146,668.1731,738.9104,797.5034,857.70386,762.40576,630.895,522.1682,374.2422,335.56128,342.31543,358.73682,361.67285,367.8125,351.58228,309.24902,275.16895,282.92432,304.2041,316.4519,347.32715,425.91797,137,29,5,0.59,11,101.0
2024-05-25,525.5039,631.4844,743.22534,825.75464,903.4978,946.32104,936.8948,560.8384,515.5857,493.17114,415.07324,397.50098,377.0354,366.51587,373.87012,378.17578,335.46704,344.71558,367.50537,375.10962,325.00757,269.7661,238.3006,362.92163,63,20,5,0.56,10,84.0
2024-05-26,428.92822,532.3015,738.5432,1131.2676,1459.199,1429.763,1267.1516,646.7124,471.87183,336.50854,133.59457,133.19026,144.52797,124.408646,125.97528,67.166855,159.89302,221.81802,257.03247,313.26172,339.12012,361.34326,457.77173,507.08618,123,28,5,0.53,14,77.0
2024-05-27,505.95093,608.4236,638.8064,619.98267,662.0947,721.92676,723.96533,697.76245,734.2749,767.77954,800.5669,821.7888,732.82227,676.8718,693.6199,679.4614,637.6572,295.79053,199.95264,255.77357,332.9109,353.88086,323.1399,489.1543,151,23,4,0.6,14,85.0
2024-05-28,590.1655,685.5366,1062.769,1347.9507,1560.1772,1768.0701,1865.096,1905.2808,1848.7961,1584.6726,318.77026,211.34145,196.81824,162.074,122.87279,98.084625,87.14369,57.15706,39.069534,34.006454,39.618973,59.210175,63.622635,228.08643,122,19,6,0.52,16,106.0
2024-05-29,640.68604,815.8672,938.9907,984.2158,971.90967,924.7124,885.01196,824.40625,755.854,681.105,595.5193,553.14624,573.81445,584.63794,549.0757,508.9187,468.98462,444.2373,405.7307,359.99048,307.3872,278.19263,235.25111,309.04175,105,21,5,0.43,25,86.0
2024-05-30,457.21704,490.35034,504.7168,602.20337,731.6172,722.4614,777.69995,719.29517,249.75943,226.58905,179.79936,195.67194,191.47246,62.899887,59.432602,52.80847,44.57048,64.203094,115.36081,171.63094,186.60052,208.77615,249.47314,343.00732,212,40,5,0.57,14,118.0
2024-05-31,344.08887,332.66406,400.8916,467.15747,488.7649,415.0769,368.32568,271.94922,109.72301,133.20859,138.43251,139.46432,102.74626,84.839264,74.250885,93.877045,80.73735,82.319336,84.839325,67.550674,51.01747,45.89073,97.71118,219.82065,134,28,4,0.73,18,86.0
2024-06-01,289.54004,273.948,267.85962,313.11987,410.92847,467.56372,565.70996,645.188,746.6853,772.5476,335.53198,410.11035,437.67334,433.36328,427.4734,426.9756,379.02515,301.29443,260.66846,225.34763,215.61903,162.39258,176.15135,402.3911,159,26,4,0.53,16,102.0
2024-06-02,631.6936,824.9192,964.9968,1143.8042,1189.1616,1186.521,1077.6924,1023.1367,923.3286,782.781,299.60425,150.79791,154.96274,114.407074,83.34973,88.97479,105.86252,108.48387,83.189224,55.986435,50.602737,46.387833,34.12137,97.068054,106,17,6,0.39,14,107.0
2024-06-03,174.01035,301.25537,487.22534,659.3452,752.1172,846.1433,905.03345,914.2224,883.24854,779.77783,48.066193,42.718704,43.19388,44.90001,32.060425,24.065216,64.54053,122.0612,127.32033,125.32219,136.1669,156.45457,183.21959,236.9687,231,37,6,0.37,23,135.0
2024-06-04,318.8689,445.82666,592.532,813.844,1030.2307,1216.4343,1374.1035,1394.1204,1314.813,962.1604,339.4524,356.50903,397.531,369.5608,348.96094,336.7478,337.4768,347.04956,379.00635,396.62012,433.21167,461.67847,474.73608,454.24048,280,58,6,0.57,15,156.0
2024-06-05,430.87524,419.6875,397.39502,373.22607,389.20874,398.11597,440.79932,418.3108,438.2317,532.2024,557.6355,645.46094,606.8196,591.08813,647.2102,689.896,642.0913,573.91016,543.8435,543.6155,539.78174,523.1699,551.18384,544.21875,223,41,5,0.52,12,132.0
2024-06-06,499.28687,499.82788,506.28027,556.87476,564.13574,633.99805,682.52637,818.20776,831.5408,821.6675,610.2014,489.78198,438.00537,355.4651,276.46777,214.27264,144.82695,146.09785,156.66118,196.35873,188.71632,211.3489,266.50293,504.86426,140,18,4,0.45,12,118.0
2024-06-07,579.11206,720.98755,931.54736,1007.6848,908.8225,912.39233,769.3296,726.3008,713.03394,577.07153,448.00098,386.1289,386.83618,343.96484,318.0376,267.7246,212.21205,176.76852,132.75743,46.61348,16.42871,27.009552,35.73387,137.4794,112,19,5,0.44,13,101.0
2024-06-08,332.9099,581.2683,815.0967,990.969,998.44116,1102.4436,1220.7971,1093.4104,804.4219,493.46484,85.32332,123.29222,202.08841,222.75644,213.12009,189.67836,153.95569,104.683395,89.70566,99.125,94.03937,86.16087,37.340546,70.92641,218,30,5,0.52,13,119.0
2024-06-09,82.5403,119.71411,218.50092,596.73315,774.5791,912.7556,935.29395,1002.84766,950.30664,780.27295,217.41608,159.8101,135.38033,134.31352,162.01385,165.07368,151.4208,125.34949,132.20158,165.93057,284.21606,349.31982,463.77295,424.1797,171,20,5,0.43,14,115.0
2024-06-10,387.0398,360.86865,387.92432,438.28418,561.13306,648.13403,604.0415,595.1128,573.3694,565.64795,502.28223,479.81714,503.39355,491.69336,492.3081,491.52637,449.21484,397.87866,369.0669,320.83887,272.29492,235.97069,247.0461,318.33105,152,20,4,0.53,12,104.0
2024-06-11,370.8391,422.3684,443.66992,492.1084,498.03906,491.35303,466.18262,491.66895,481.34155,404.6626,321.02588,240.13173,272.8955,301.43286,281.64868,264.94092,263.70288,238.97351,183.95966,113.60199,73.42406,53.252594,54.96347,221.64314,82,17,4,0.59,12,79.0
2024-06-12,252.40501,294.37915,378.0,392.73022,518.948,756.26074,804.2864,764.48413,673.9866,598.6919,232.73257,138.85507,149.23653,171.21292,170.16983,161.89781,151.27518,122.78308,94.807144,67.95775,48.62764,46.899002,87.59819,145.7261,141,29,4,0.63,19,82.0
2024-06-13,236.7747,371.56958,527.49243,873.9487,1116.8926,1156.9268,887.7971,716.6758,432.71143,305.636,298.55835,307.68848,324.29907,309.55518,273.688,262.66553,265.46948,245.46089,232.36179,225.61508,218.85754,213.45874,206.58463,284.79028,222,38,5,0.64,16,121.0
2024-06-14,399.52466,543.98,627.4133,796.4199,721.54565,815.49854,801.8147,793.1294,535.90186,426.88867,356.4973,306.19556,302.19873,297.13745,273.39258,238.66261,224.5107,199.77519,171.99391,144.14616,109.91034,102.07869,134.2222,201.89316,194,28,5,0.61,17,111.0
2024-06-15,308.42554,571.29614,762.905,874.1802,934.2915,1054.8823,1094.6177,1039.2046,950.09204,503.10303,249.71841,204.55226,181.46965,173.40642,169.92278,151.75874,117.249084,97.09784,95.17439,84.29196,86.50009,83.93849,114.26393,157.5493,203,29,4,0.57,15,112.0
2024-06-16,232.8615,397.88843,714.08105,836.7739,917.20776,932.24023,912.8413,804.5364,723.45776,613.2588,504.83447,520.58325,493.39844,499.20215,516.3425,565.56445,617.83057,607.18994,629.21704,555.7715,234.75146,121.96939,229.18758,630.6533,159,22,5,0.53,17,105.0
2024-06-17,877.06494,919.0691,957.8767,904.5669,912.15454,919.5659,932.43164,933.3435,890.4553,741.10986,507.6582,303.8042,305.2661,298.24,275.71826,266.4817,272.50073,260.7202,225.05722,196.8704,194.0226,182.94421,152.47537,353.08423,158,17,4,0.54,10,117.0
2024-06-18,549.3386,732.4741,902.6765,999.37866,1037.9622,1049.4429,1026.9282,976.8804,883.2698,727.77734,548.8965,521.57495,524.8484,495.20044,451.15112,410.13745,363.1145,359.2976,348.781,326.59668,329.667,319.72144,255.24892,224.65689,159,21,5,0.56,14,114.0
2024-06-19,233.49557,245.97046,287.5022,348.82764,366.08325,437.6455,445.9546,430.4917,341.43164,335.0952,278.93896,275.8728,272.26538,258.90454,291.38965,275.7495,253.62373,204.80688,211.8049,168.59212,159.42796,182.84831,202.297,317.063,46,18,4,0.62,17,52.0
2024-06-20,321.61182,299.19043,282.99927,297.6682,362.68066,511.1709,539.499,656.1931,634.6333,613.0405,353.43994,193.24248,199.57698,136.91927,84.42111,69.81177,77.6763,87.83414,83.499435,93.98906,124.55472,152.41475,185.39816,159.34108,12,13,4,0.66,15,43.0
2024-06-21,93.99176,163.76381,183.41432,210.16461,217.4782,297.03418,422.2434,492.08618,487.29443,438.58105,200.12474,179.3072,193.51985,140.17299,164.64835,191.43681,176.68439,166.40387,161.73132,189.31612,235.87717,260.11377,269.4187,273.24194,171,35,4,0.67,29,35.0
2024-06-22,306.80298,578.032,1085.1497,1260.553,1331.1194,784.2175,393.59375,239.73119,182.04138,81.53433,45.22612,44.860703,54.194016,158.95215,334.01245,494.65625,554.4512,613.18115,696.9778,615.8928,402.01074,314.63477,408.46704,491.6411,161,31,3,0.6,21,50.0
2024-06-23,630.65063,453.46045,361.6577,396.37207,312.01978,236.54272,201.90366,224.46892,227.74396,227.46468,305.24048,268.41064,233.29353,164.24832,124.85704,121.22307,118.121124,122.4256,114.34857,93.68892,47.713608,51.57068,110.87663,138.1313,92,20,3,0.54,14,77.0
2024-06-24,129.42746,211.25385,269.5061,357.57373,437.23804,574.5825,474.6875,183.96419,278.55225,270.0913,245.95444,259.75684,266.9165,266.386,229.28923,274.73853,285.30615,266.6311,228.00766,194.30492,178.60742,130.31801,89.1333,78.34335,91,23,4,0.64,25,39.0
2024-06-25,123.647385,296.55957,370.46997,368.52075,400.8291,393.78296,391.4729,319.29468,311.35156,309.29053,244.08827,204.3312,285.63696,305.36597,336.6958,354.6433,380.40967,437.42603,485.35913,488.45776,370.30518,231.53618,102.6799,240.32666,112,19,4,0.53,16,84.0
2024-06-26,338.55103,350.15918,453.92358,492.16968,435.16602,366.6306,269.14893,290.21436,262.72485,258.36572,250.15224,83.98738,73.24014,142.5156,194.69064,201.95964,201.76967,243.68137,288.83545,258.16406,238.13794,232.7759,131.9177,130.83545,43,16,4,0.61,18,59.0
2024-06-27,160.47339,191.28836,243.65334,313.98877,362.87036,354.49756,328.62378,317.08862,272.04224,202.368,146.36264,118.75128,131.21136,177.46806,125.23845,123.10176,99.58786,87.14714,80.42844,68.54146,49.011673,39.662415,25.307892,28.090698,17,8,4,0.58,19,34.0
2024-06-28,40.411713,76.28668,156.80571,289.77563,335.5752,292.0276,222.63292,245.11876,325.92773,356.83374,258.29565,285.88477,290.4873,281.13306,353.22144,415.1643,419.2246,450.68994,503.91138,511.3789,536.14233,573.75806,574.6831,515.3374,46,15,3,0.55,17,29.0
2024-06-29,489.41528,666.4324,819.3425,1103.3616,1227.5605,1140.2332,1251.2009,1311.8384,1413.4182,1106.1238,802.7732,297.61572,125.92183,74.95154,46.863556,45.95984,52.995316,55.992355,71.94652,105.627304,157.9766,173.6636,179.05281,149.51628,161,30,4,0.55,19,58.0
2024-06-30,93.034744,86.798584,77.986115,88.057755,117.64761,117.4818,77.41759,82.0735,71.20857,48.026077,75.88594,170.99823,244.30617,256.31226,212.23799,201.58078,200.286,186.24484,162.2525,147.56406,181.53775,194.72398,116.649475,113.527115,119,25,3,0.61,19,36.0
2024-07-01,159.92752,159.30907,226.09663,483.98047,691.1621,645.38403,651.928,289.23804,267.82788,287.5979,189.69843,149.06685,167.36346,181.55925,203.35141,228.06674,240.027,257.7068,292.48828,374.2295,483.23364,565.52637,579.897,767.2898,181,31,4,0.64,14,75.0
2024-07-02,1046.5469,1281.7253,1433.4929,1484.7627,1592.3787,1722.2039,1668.5723,1291.6938,903.86426,553.28613,355.03003,325.2937,264.6018,271.80542,262.1101,184.62366,78.06778,61.50461,45.146286,34.897003,29.243729,29.108948,51.390106,108.50424,72,16,3,0.49,11,68.0
2024-07-03,225.62932,502.91992,744.6577,866.75415,1005.53735,1075.3252,1083.3118,1031.4026,928.3882,544.0288,120.313385,117.18581,118.69563,142.62103,111.04208,115.46132,142.7217,160.55782,156.33215,146.57521,139.41519,140.96767,112.23724,177.54845,179,24,3,0.53,13,100.0
