date,U向分量风/m/s,V向分量风/m/s,2m气温/K,表面气压/Pa,地表温度/K,潜热通量/ W/(m^2),感热通量/ W/(m^2),相对湿度/%,大气边界层高度/m
2024/8/4 7:00,-2.1290436,-0.09739685,312.15552,100372,317.21802,-733161,-495512,47.1,1776.8528
2024/8/4 8:00,-2.316742,-0.44102478,309.31152,100488.94,309.82812,-611388,-384592,55.4,629.08813
2024/8/4 9:00,-2.638321,1.6555481,308.6665,100410.125,309.9082,-521509,-195699,54.1,584.7986
2024/8/4 10:00,-2.9828186,1.8186646,307.96655,100446,307.00366,-272128,-93335,53.1,366.27808
2024/8/4 11:00,-3.0853577,1.4462585,306.34155,100431.94,305.41284,-120462,-9565,56.3,319.40356
2024/8/4 12:00,-3.238922,1.1915894,305.75464,100480.375,304.7207,-87571,14094,60.4,302.5808
2024/8/4 13:00,-3.0330963,1.2715149,305.45288,100528.06,304.19653,-84402,18232,62.9,296.49243
2024/8/4 14:00,-2.7214355,1.1997681,304.68335,100543.81,303.76074,-75781,25703,66.5,280.1377
2024/8/4 15:00,-2.637146,1.1616974,304.5642,100539.44,303.36426,-68112,26577,68.7,265.4143
2024/8/4 16:00,-2.4696655,1.5657043,304.2771,100565.44,303.09766,-64031,28300,72.2,266.90186
2024/8/4 17:00,-2.0796967,1.7975311,303.56006,100519.56,302.88232,-60107,28871,76.6,260.0205
2024/8/4 18:00,-1.6494751,1.7006531,303.58643,100485.25,302.71582,-55976,27049,77.3,230.78806
2024/8/4 19:00,-1.1672211,1.2314911,303.66382,100487.44,302.4048,-49199,17728,76.9,178.14053
2024/8/4 20:00,-0.897995,0.632782,303.01978,100530.375,302.10205,-42212,10524,81.1,116.89679
2024/8/4 21:00,-0.96136475,0.67289734,302.81616,100495.5,302.0144,-35720,7283,82.5,97.75331
2024/8/4 22:00,-1.4424438,1.2846375,304.78418,100498.75,303.37402,-44123,3419,74.7,103.01341
2024/8/4 23:00,-1.2047424,1.9459991,305.82324,100500.06,306.5918,-122917,-85419,67.4,226.66896
2024/8/5 0:00,-1.1357422,2.4987335,306.63232,100434.06,309.65186,-262065,-261172,61.2,369.489
2024/8/5 1:00,-1.0534363,2.3915405,307.16724,100462.625,313.16113,-391845,-438099,58.5,580.9995
2024/8/5 2:00,-1.6212463,2.055664,310.18213,100496.56,315.91064,-494465,-578171,50.1,881.90625
2024/8/5 3:00,-2.0493011,1.8669128,310.72314,100489.19,317.56274,-608040,-735290,49.7,1316.7695
2024/8/5 4:00,-2.1467438,1.5499268,311.2058,100463.94,318.34106,-732538,-885474,48.4,1489.9119
2024/8/5 5:00,-2.271164,1.0949249,312.88403,100407.56,318.31567,-761970,-877065,42.5,1541.9797
2024/8/5 6:00,-2.6154938,0.60162354,312.86182,100318.19,317.31372,-718127,-806791,42.9,1516.7158
2024/8/5 7:00,-3.3257294,0.2820282,312.79883,100268.19,315.32324,-525978,-688646,43.7,1365.9646
2024/8/5 8:00,-3.7250977,0.2625122,309.44067,100237.56,313.60205,-435383,-550566,47.9,1110.8735
2024/8/5 9:00,-4.6048737,0.62493896,308.29883,100261.94,310.84766,-562120,-264170,51.2,610.18823
2024/8/5 10:00,-2.623825,0.7420654,305.95654,100404.81,307.9922,-272210,-127308,57.1,467.9353
2024/8/5 11:00,-1.7929688,-0.017196655,304.8506,100515.625,305.86133,-136772,-14753,62.7,374.83813
2024/8/5 12:00,-2.6193542,0.12017822,303.98804,100470,305.22363,-114751,7012,66.5,378.60547
2024/8/5 13:00,-3.5389557,1.2845764,303.8877,100451.94,304.60083,-101414,13906,67.3,393.99414
2024/8/5 14:00,-3.3451843,1.6206665,303.37817,100431.625,304.00586,-84622,27185,71,362.59595
2024/8/5 15:00,-3.284256,1.9331665,303.07788,100394.06,303.54688,-71327,28482,73.6,361.52124
2024/8/5 16:00,-2.7303467,2.062378,302.7583,100389.75,303.08472,-65041,28347,75.8,368.9209
2024/8/5 17:00,-1.9633026,1.912735,302.2068,100417.31,302.6682,-61215,25547,78.6,362.66528
2024/8/5 18:00,-1.5922089,1.4674377,302.1582,100414,302.43872,-58025,24555,80.3,308.9192
2024/8/5 19:00,-1.628891,1.1552124,302.11328,100402.75,302.10693,-58166,29182,80.7,265.61865
2024/8/5 20:00,-1.5744934,0.92836,301.82104,100441.5,301.7588,-57543,24285,82.7,241.72484
2024/8/5 21:00,-1.9565277,1.021347,301.87207,100465.875,301.636,-53460,24241,83,251.76204
2024/8/5 22:00,-1.7580109,1.1012878,303.6582,100494.875,302.15527,-60751,14800,74.8,209.71422
2024/8/5 23:00,-1.788559,1.8505554,304.54907,100554.19,305.21484,-121495,-102974,69.7,340.8501
2024/8/6 0:00,-1.6501923,2.0462189,305.32202,100560,308.65088,-232838,-337040,66,478.7815
2024/8/6 1:00,-1.7018127,2.1533966,306.10498,100587.19,311.89307,-359715,-589606,63.8,677.01514
2024/8/6 2:00,-1.8189697,1.8528748,309.22168,100535.94,314.58228,-484875,-814201,50.9,930.0935
2024/8/6 3:00,-1.735672,1.1847839,309.60352,100497.44,316.59277,-595090,-962277,48.5,1166.6912
2024/8/6 4:00,-1.897583,0.70344543,310.365,100430.625,317.85107,-673060,-1033256,45.5,1358.1228
2024/8/6 5:00,-2.3665924,0.74134827,311.99072,100369.69,317.98145,-704767,-1021952,38.8,1458.3081
2024/8/6 6:00,-3.0806427,0.8599243,312.1211,100327,317.16382,-673469,-984439,38,1418.9338
2024/8/6 7:00,-4.0657654,1.2173767,312.031,100282.5,315.3755,-550010,-880501,38.3,1313.0608
2024/8/6 8:00,-5.138916,1.8660736,310.63452,100246.69,312.70264,-454352,-731888,42.8,933.14453
2024/8/6 9:00,-5.626236,2.1085052,309.44678,100283.44,309.62598,-338516,-523997,46.7,691.8335
2024/8/6 10:00,-4.6042786,1.916153,305.41968,100326.31,306.99048,-220143,-242911,63.7,541.62354
2024/8/6 11:00,-4.2997284,1.359787,304.5586,100396.875,304.89795,-130351,-35649,66.2,475.2705
2024/8/6 12:00,-4.284485,1.2604218,304.43066,100440.875,304.01685,-108847,11555,67.6,454.09082
2024/8/6 13:00,-4.3785095,1.4368744,304.2063,100523.81,303.4463,-106140,24306,69.5,457.1443
2024/8/6 14:00,-4.1184387,1.6787415,303.22827,100594.94,302.9231,-99677,32395,73.8,466.75635
2024/8/6 15:00,-3.81427,1.8254395,303.1018,100612.875,302.52026,-93000,37851,75.3,453.49072
2024/8/6 16:00,-3.5064697,1.8504028,303.02832,100573.06,302.1648,-83928,34809,76.6,431.25122
2024/8/6 17:00,-3.2412415,1.8933868,302.32178,100546.56,301.8684,-77032,35005,79.8,411.22827
2024/8/6 18:00,-3.1370087,1.9788208,302.4087,100492.81,301.7085,-72189,39008,80.1,386.89307
2024/8/6 19:00,-2.8455048,1.9161835,302.3684,100468.69,301.40942,-68324,28205,79.9,352.9187
2024/8/6 20:00,-2.6192932,1.7836609,301.77417,100434.25,301.2854,-66648,34008,83.5,331.03442
2024/8/6 21:00,-2.329422,1.5971222,301.77417,100475.56,300.94092,-63426,34881,83.3,305.83105
2024/8/6 22:00,-2.1285248,1.5920563,303.5642,100512.56,301.89404,-62926,20162,76.1,278.87646
2024/8/6 23:00,-2.342392,2.1728058,304.4331,100521.69,305.1433,-104667,-108670,71.5,367.63208
2024/8/7 0:00,-2.2654266,2.5094147,305.43945,100522.69,308.50684,-198269,-361092,65.9,481.79102
2024/8/7 1:00,-2.1126251,2.5674896,306.15552,100519.375,312.03296,-310880,-619420,61.6,641.40625
2024/8/7 2:00,-2.0745392,2.4064636,309.5078,100483.06,315.01123,-421686,-840808,46.7,838.45776
2024/8/7 3:00,-1.9195862,1.8766632,310.03027,100434.81,317.4392,-520421,-989674,44.6,1081.3792
2024/8/7 4:00,-1.8365173,1.1409454,310.9214,100394.5,319.18774,-595129,-1061857,42.8,1353.4834
2024/8/7 5:00,-2.119461,0.64793396,312.0515,100332.81,319.63623,-617160,-1081208,39.2,1696.4109
2024/8/7 6:00,-2.633667,0.53878784,311.99365,100306.06,318.67847,-589598,-1043926,39.9,1760.8057
2024/8/7 7:00,-3.4034424,0.5873413,311.604,100266.19,316.3672,-503829,-793515,41.9,1622.7874
2024/8/7 8:00,-4.5019836,0.88475037,309.98364,100232.56,313.7932,-511395,-484969,47.4,1361.7231
2024/8/7 9:00,-5.0031433,1.5681763,308.73413,100271,310.52515,-304510,-358759,52.9,691.14575
2024/8/7 10:00,-4.331375,1.914093,305.49878,100319.06,306.92578,-192529,-203818,64.4,440.57373
2024/8/7 11:00,-4.115097,1.5461731,304.7351,100376.69,305.0813,-103547,-44643,68.9,396.63306
2024/8/7 12:00,-4.2097626,1.7209167,304.36865,100369.19,304.10303,-84770,-6285,71.3,390.23047
2024/8/7 13:00,-3.7682343,2.0914154,304.42017,100421.875,303.5327,-83241,15198,70.1,399.32886
2024/8/7 14:00,-3.2372284,2.0540314,303.4414,100434.25,303.17725,-79754,28398,73.3,388.65918
2024/8/7 15:00,-3.0475311,1.8674164,303.41504,100433.06,302.94214,-75776,34914,73.6,367.00415
2024/8/7 16:00,-2.6691437,1.5020142,303.323,100422.56,302.60474,-70497,37892,74.5,323.58105
2024/8/7 17:00,-2.5618744,1.2819214,302.40967,100402.94,302.28662,-63507,38151,78.4,277.61865
2024/8/7 18:00,-2.4890594,1.2382812,302.28467,100329.69,302.06128,-59341,34910,79.4,249.45859
2024/8/7 19:00,-2.03862,1.4194794,302.1338,100352.875,301.69458,-53790,24637,80.3,223.84879
2024/8/7 20:00,-1.7087097,1.6344147,301.64404,100322.31,301.48413,-50074,23968,83.3,204.82256
2024/8/7 21:00,-1.5352936,1.8652649,301.5879,100346.25,301.35986,-48933,26984,83.3,193.23296
2024/8/7 22:00,-1.5325012,2.1551971,303.99292,100310.81,302.26172,-55008,18099,73,188.46869
2024/8/7 23:00,-1.1925659,2.5419006,304.99292,100390,305.6963,-104977,-95882,68.6,308.19946
2024/8/8 0:00,-0.45622253,2.2217865,305.885,100398.75,309.62646,-198828,-317132,64.5,472.02002
2024/8/8 1:00,0.06201172,1.5771179,306.69727,100450.81,313.50342,-309386,-547829,61.9,669.979
2024/8/8 2:00,0.12416077,1.2695312,310.15112,100432.875,316.62598,-420403,-746233,48.6,951.7168
2024/8/8 3:00,6.10E-05,0.8822479,310.90698,100396.25,319.03052,-525150,-890623,45.9,1378.3608
2024/8/8 4:00,-0.1359253,0.22174072,311.56958,100327.625,320.58887,-618533,-977668,44,1669.0791
2024/8/8 5:00,-0.63279724,-0.5718384,313.02783,100255.375,321.07422,-652915,-939395,38.7,1932.6079
2024/8/8 6:00,-1.0611725,-0.7866974,313.37305,100177.56,319.91626,-625695,-879327,37.8,2043.5127
2024/8/8 7:00,-1.9169464,-0.79600525,312.98682,100118.69,317.83228,-535518,-702300,38.7,1936.1812
2024/8/8 8:00,-3.221817,0.016082764,308.00806,100142.69,314.5603,-433842,-549688,56.2,546.76416
2024/8/8 9:00,-2.9966278,0.81173706,308.0598,100181.56,310.17358,-382926,-322569,53.4,555.87134
2024/8/8 10:00,-2.4177094,-0.21061707,305.8025,100294.125,304.63428,-195500,-180783,62.4,448.5515
2024/8/8 11:00,-1.0429688,-0.6628876,305.83667,100319.125,303.23438,-84825,-45249,63.5,239.33142
2024/8/8 12:00,-1.8486938,0.03413391,305.6477,100289.69,303.2693,-60360,-8300,65.6,278.40063
2024/8/8 13:00,-1.9266357,0.29730225,305.5459,100378.5,303.2119,-58606,681,66.3,257.1848
2024/8/8 14:00,-1.9123535,0.3919983,304.3789,100361.75,303.03662,-57407,9995,71.8,229.8509
2024/8/8 15:00,-1.8885651,0.22293091,304.1582,100347.125,302.75122,-54757,16744,73.3,201.31476
2024/8/8 16:00,-2.045639,0.27894592,304.21265,100303.75,302.5039,-53536,20186,72.3,184.61908
2024/8/8 17:00,-2.0854492,0.41497803,303.4165,100245.25,302.24634,-50382,26640,76.6,166.21133
2024/8/8 18:00,-1.9822388,0.6448059,303.29956,100200.44,302.11133,-46355,22085,76.8,155.02664
2024/8/8 19:00,-1.6090851,0.8197479,303.08813,100182.94,301.97437,-65418,22020,77.5,137.23729
2024/8/8 20:00,-1.1736755,0.9086609,302.45874,100155.5,302.08594,-51817,15765,80.8,125.62637
2024/8/8 21:00,-0.9765167,0.7986908,302.54028,100215.875,302.07275,-47194,11081,80.2,113.947525
2024/8/8 22:00,-0.76860046,0.11791992,304.5149,100231.25,302.79663,-51687,5577,75.8,55.093674
2024/8/8 23:00,-0.8901825,0.67129517,305.22388,100280.875,305.28296,-131782,-49376,72.4,161.68416
2024/8/9 0:00,-0.77389526,1.2364044,305.93286,100290.44,308.33032,-237821,-175014,68.6,333.9214
2024/8/9 1:00,-0.69828796,1.2789764,306.5608,100315.25,312.14648,-318954,-373765,65.7,532.7991
2024/8/9 2:00,-0.3841095,1.7478027,310.271,100291.875,314.33008,-433686,-669121,51.2,812.6052
2024/8/9 3:00,0.30047607,2.259903,310.82593,100255,316.09644,-523834,-803868,48.9,1312.5288
2024/8/9 4:00,0.21434021,1.7625275,311.24854,100200.69,318.25586,-567341,-848962,48.3,1654.1597
2024/8/9 5:00,-0.08627319,1.2704773,312.70337,100127.375,319.22656,-629393,-975164,41.4,1825.5527
2024/8/9 6:00,-0.8631592,1.0338898,312.96973,100050.19,319.1233,-602043,-908396,40.6,1928.9976
2024/8/9 7:00,-1.949646,1.080719,309.71582,99970.06,316.9104,-513478,-744756,52.3,1854.6179
2024/8/9 8:00,-2.9412537,1.5350342,306.69702,99920.69,315.32202,-460309,-543590,67.3,1688.6538
2024/8/9 9:00,-3.4746552,2.4324646,308.6819,99962.69,310.21362,-357047,-285317,55.4,687.34204
2024/8/9 10:00,-4.1425476,0.91815186,307.58765,99912.19,309.42358,-199658,-161803,55.7,541.0032
2024/8/9 11:00,-1.596756,0.9016113,307.71143,100046.56,307.45776,-89580,-12550,54.9,524.50195
2024/8/9 12:00,-0.60305786,-0.26605225,307.4502,100126.81,306.42578,-56344,15199,56.2,147.02501
2024/8/9 13:00,-2.1156769,-0.9773407,306.8943,100156.19,305.66626,-51304,22593,58.6,179.83893
2024/8/9 14:00,-2.911438,-0.003723145,305.9109,100146.81,305.3164,-52359,25514,64.3,193.73764
2024/8/9 15:00,-2.6679535,1.3045044,305.6538,100116.875,304.8911,-52423,26325,66.6,207.06696
2024/8/9 16:00,-1.6071777,2.262329,305.51465,100105.81,304.58447,-52731,28009,67.7,243.66637
2024/8/9 17:00,-0.50187683,2.2362976,304.74414,100086,304.24097,-53182,27029,71.4,273.66382
2024/8/9 18:00,-0.13276672,1.6299286,304.4795,100066.69,303.94385,-52024,25204,72.4,250.26677
2024/8/9 19:00,-0.5093994,1.276886,304.37476,100049.125,303.72632,-43648,19118,72.7,193.74612
2024/8/9 20:00,-1.1266174,1.4064484,303.72046,100017.56,303.45093,-41816,19641,75.3,174.3317
2024/8/9 21:00,-1.2802887,1.7761536,303.6936,100020.56,303.33423,-45507,22493,74.8,202.00319
2024/8/9 22:00,-1.4650726,1.8652344,305.39917,100047.25,303.9602,-55709,17990,69.4,173.52588
2024/8/9 23:00,-1.2593231,2.4671326,306.0774,100072.56,306.9265,-106818,-76499,66.3,299.71753
2024/8/10 0:00,-0.73428345,2.8074799,306.64966,100090.69,310.1438,-187203,-280808,62.2,453.26147
2024/8/10 1:00,-0.31173706,2.7503357,307.40454,100108.625,313.29736,-283647,-545369,59.4,641.6846
2024/8/10 2:00,-0.111831665,2.6494904,310.80176,100067.19,315.6692,-352039,-694102,47.8,978.85596
2024/8/10 3:00,-0.2526703,2.5468445,311.4834,100060.69,318.13232,-464795,-935222,46.3,1499.1692
2024/8/10 4:00,-0.39744568,2.4874115,311.73242,99989.06,319.8274,-505190,-914569,45.9,1901.8364
2024/8/10 5:00,-0.61657715,2.1457672,313.39185,99922.19,320.4668,-555260,-948325,38.8,1959.7778
2024/8/10 6:00,-0.86763,1.9135284,313.51025,99852.19,319.90747,-548128,-881892,39.3,2101.2756
2024/8/10 7:00,-1.4484711,1.6816711,313.84473,99795.5,318.53955,-518705,-789925,38.5,1982.6245
2024/8/10 8:00,-3.2185822,0.76737976,308.83887,99774.06,315.07007,-489740,-537211,57.7,976.39355
2024/8/10 9:00,-3.2412872,-0.050582886,308.97534,99864.44,309.7102,-647552,-198632,56.3,560.8164
2024/8/10 10:00,-3.192459,0.66078186,306.79785,99861.81,306.9729,-416785,-13531,64.2,335.45508
2024/8/10 11:00,-1.4533386,0.869812,306.68726,99922.875,306.20776,-128323,-11809,64.5,292.2998
2024/8/10 12:00,-1.804245,0.39634705,306.93555,99952,305.75,-82882,2958,64.3,262.73364
2024/8/10 13:00,-1.4415588,0.7446747,306.57568,100000.875,305.32983,-76663,12244,67.8,228.77043
2024/8/10 14:00,-1.5404205,1.4907074,305.5022,99997.06,305.09473,-91490,13999,73.3,253.96176
2024/8/10 15:00,-1.3315887,1.8745728,305.3772,99954.75,304.82373,-88206,17869,73.5,266.31006
2024/8/10 16:00,-0.6907959,2.0754242,305.1377,99950.94,304.53247,-79493,18502,73.9,273.49
2024/8/10 17:00,-0.008773804,1.9945221,304.25854,99928.75,304.24292,-73108,13190,77.2,278.24634
2024/8/10 18:00,0.22683716,1.987503,304.1836,99896.06,304.12476,-65095,10696,76.8,292.0171
2024/8/10 19:00,0.23347473,1.4886627,304.17163,99915.25,303.7937,-62002,24440,76,228.80843
2024/8/10 20:00,-0.3513031,1.4612122,303.8506,99865.69,303.56714,-52855,16832,77.5,168.71353
2024/8/10 21:00,-0.5608368,1.8021545,303.594,99893.94,303.4956,-48162,14825,78.2,190.2206
2024/8/10 22:00,0.46461487,0.32943726,305.66602,99921.75,303.97168,-54817,7612,69,52.664566
2024/8/10 23:00,-0.18637085,0.9535217,306.47363,99951.125,307.3286,-138509,-63304,64.2,253.11833
2024/8/11 0:00,0.0740509,2.096222,306.896,99987.625,310.35156,-272282,-217722,61.8,514.61743
2024/8/11 1:00,0.070114136,2.2612762,307.32056,100002.19,312.76343,-431451,-395165,60.1,674.30273
2024/8/11 2:00,0.12390137,2.120041,310.21753,99949.875,313.68018,-490583,-536232,50.6,840.6008
2024/8/11 3:00,0.3516693,1.6171265,310.39868,99896.875,317.02637,-513172,-569959,50.2,1311.4578
2024/8/11 4:00,0.27870178,1.3742065,311.0835,99847.25,318.6277,-640576,-724961,49.3,1837.4727
2024/8/11 5:00,0.31236267,1.3352051,313.1289,99801.75,319.1079,-716875,-789026,43.6,2197.5823
2024/8/11 6:00,-0.033065796,1.2163086,313.188,99752.5,318.82056,-733234,-757956,41.2,2234.2793
2024/8/11 7:00,-0.92355347,0.9335785,313.07788,99709.44,317.386,-621614,-629835,39.7,2009.5923
2024/8/11 8:00,-2.0346985,0.55477905,311.66357,99643.5,315.7439,-488723,-442521,41.6,1951.5383
2024/8/11 9:00,-2.8022156,1.0861511,309.78052,99689,311.5725,-448447,-246905,46.4,1282.656
2024/8/11 10:00,0.82943726,0.33442688,306.4629,99801.875,305.4392,-334264,-119762,63.9,220.91698
2024/8/11 11:00,1.4484711,-0.34230042,306.1604,99861.94,304.0957,-134600,-19863,64,131.25322
2024/8/11 12:00,2.111679,-1.2788391,306.2815,99953.56,303.14014,-73576,813,64,159.52698
2024/8/11 13:00,3.3464508,-2.2292328,305.65845,100021,302.06348,-67165,13189,67.3,308.54395
2024/8/11 14:00,2.2299042,-2.4901123,303.5608,100052.5,301.89307,-206778,61371,75.5,289.45605
2024/8/11 15:00,1.3116455,-2.2651367,303.16357,100037.75,301.92847,-174634,31926,77.6,256.50806
2024/8/11 16:00,1.2089233,-1.4506226,302.8711,100064.5,302.12866,-118118,16738,79.3,234.00467
2024/8/11 17:00,0.3311615,-0.7238922,302.3452,100021.44,302.2317,-86941,7044,80.6,87.17409
2024/8/11 18:00,0.084747314,-0.736557,302.1892,99976.875,302.0874,-62294,1975,83.4,71.84311
2024/8/11 19:00,0.8738098,-0.15441895,302.34985,99974.75,302.08252,-57751,-6598,82.5,91.785355
2024/8/11 20:00,1.3567963,-0.17138672,302.48193,99959.06,301.77002,-52792,-2680,81.9,119.827835
2024/8/11 21:00,1.2447968,-0.1834259,302.2036,100010.5,301.71338,-57718,-4371,85,122.084915
2024/8/11 22:00,1.637558,-0.24417114,303.19873,100049.5,302.07275,-60541,-8478,81,177.10602
2024/8/11 23:00,1.4003448,-0.5362549,303.9309,100106.25,304.52295,-165556,-66323,76.3,283.3247
2024/8/12 0:00,1.1635742,-0.8389282,304.62036,100141.625,307.8142,-341490,-218204,71.9,528.0742
2024/8/12 1:00,0.64764404,-0.48535156,305.34033,100150.25,311.41943,-440490,-386714,68.2,737.355
2024/8/12 2:00,0.52856445,0.15800476,308.19727,100150.25,314.61792,-547290,-558819,56.2,993.33813
2024/8/12 3:00,0.43623352,0.52763367,308.5,100140.44,316.24658,-693321,-703461,55.4,1120.7493
2024/8/12 4:00,0.33477783,0.34907532,308.90063,100102.81,313.94336,-754654,-824743,55.6,1074.1499
2024/8/12 5:00,0.16674805,-0.6677551,309.68994,100062.69,312.75513,-719479,-776861,52,992.8401
2024/8/12 6:00,-0.42419434,-1.4182892,309.4602,100043.375,313.344,-685188,-770200,52.8,1108.0569
2024/8/12 7:00,-1.2508087,-1.8238525,309.41553,99982.06,312.17505,-584969,-505146,52.6,1078.7949
2024/8/12 8:00,-1.9885254,-1.8462219,309.17407,99948.375,311.85034,-412650,-408135,53.8,1124.061
2024/8/12 9:00,-2.3187103,-0.5723572,307.97314,99957.25,307.76953,-362311,-233399,59.9,584.6272
2024/8/12 10:00,-1.6545563,-1.1741333,304.5586,100060.56,304.19702,-252736,-31419,75.2,332.261
2024/8/12 11:00,-1.0061493,-0.48434448,303.21948,100139.625,303.1631,-190132,15612,81.4,238.52438
2024/8/12 12:00,-1.1328583,-0.3618927,302.7788,100254.44,303.00806,-185094,19013,83.8,177.44383
2024/8/12 13:00,-0.8483124,-0.22212219,302.95142,100328.69,302.6792,-154356,13402,82.9,176.43637
2024/8/12 14:00,-0.04588318,-0.60832214,301.8152,100350.125,302.40503,-126000,13724,89.7,188.67653
2024/8/12 15:00,0.66145325,-0.63298035,302.239,100378.875,302.1543,-99744,13909,87.2,137.77292
2024/8/12 16:00,1.6038208,-0.69104004,302.15503,100369.19,301.8745,-78511,12017,87.9,135.31276
2024/8/12 17:00,1.6134186,-1.0815582,301.81836,100318,301.56445,-66985,13346,90.2,165.84447
2024/8/12 18:00,0.9449158,-1.2239532,301.79517,100302.375,301.35645,-58154,15457,89.9,167.0978
2024/8/12 19:00,0.7706604,-0.74972534,301.72974,100305.75,301.40942,-55784,2523,90.6,149.69588
2024/8/12 20:00,0.7748718,-0.5483093,301.35425,100319.94,301.26538,-48767,-959,93.8,129.10489
2024/8/12 21:00,0.8083496,-0.32980347,301.25122,100375.5,301.2107,-47743,-2020,94.5,104.19037
2024/8/12 22:00,1.865036,-0.12213135,302.4756,100408.44,301.53003,-56465,-9237,86.6,158.02292
2024/8/12 23:00,1.4826965,-0.70176697,303.23047,100479.06,303.50195,-151855,-54104,85,227.72668
2024/8/13 0:00,0.7487488,-1.3018951,304.2495,100509.125,306.54346,-331270,-159505,79.9,461.2212
2024/8/13 1:00,0.002304077,-1.4587555,304.98096,100542.125,309.24316,-495384,-258648,76.2,732.7014
2024/8/13 2:00,-0.2692871,-0.83587646,307.69263,100532.5,310.8357,-745825,-401190,63.1,982.3721
2024/8/13 3:00,-0.370636,-0.49920654,308.25757,100496.31,310.87207,-918749,-560374,59.8,1169.9236
2024/8/13 4:00,-0.93315125,-0.39711,308.78394,100458.81,312.3662,-973909,-711435,58,1132.8735
2024/8/13 5:00,-1.9315338,0.5742798,308.7229,100393.375,311.81006,-899670,-612121,54,1022.2717
2024/8/13 6:00,-3.241211,0.09378052,306.8567,100351.75,311.16113,-1070596,-545945,61.3,817.90796
2024/8/13 7:00,-3.552124,-0.20584106,307.5398,100338,306.08472,-1049816,-222704,59.2,729.1963
2024/8/13 8:00,-3.5975952,0.34526062,306.14233,100317.5,306.24292,-637061,-146964,61.5,818.7678
2024/8/13 9:00,-3.882904,0.54252625,305.7212,100344.625,305.0747,-385772,-68143,61.5,871.8694
2024/8/13 10:00,-2.0270386,-0.31996155,302.7202,100445.94,304.3401,-257582,-14494,78.6,485.2417
2024/8/13 11:00,-1.9964142,0.22897339,302.5503,100477.75,303.34595,-136718,27855,80,514.72046
2024/8/13 12:00,-2.016632,0.16531372,302.2251,100550,302.71045,-108839,34274,82.5,405.07568
2024/8/13 13:00,-0.8140106,0.4878235,302.06323,100604.94,302.46704,-94763,31456,83.4,200.74693
2024/8/13 14:00,-0.72598267,0.3653412,301.9253,100622.56,301.94336,-85669,27628,85.7,170.59636
2024/8/13 15:00,-1.308136,0.30596924,301.84766,100605.69,301.60376,-78367,29718,86.2,208.8038
2024/8/13 16:00,-1.5470123,0.22955322,301.54053,100601.19,300.67725,-73662,27731,87.6,201.26529
2024/8/13 17:00,-2.0298157,-0.012969971,301.45947,100576.375,300.48804,-69165,23788,88.3,250.26956
2024/8/13 18:00,-2.088272,0.023910522,301.36206,100558.69,300.53345,-64269,25589,88.8,299.0078
2024/8/13 19:00,-2.3537598,0.6171112,301.30298,100542.06,300.36353,-98993,7150,89.2,291.5459
2024/8/13 20:00,-1.9754944,0.42131042,301.14966,100516.56,300.0398,-113676,17699,89.6,295.71753
2024/8/13 21:00,-2.363861,0.72143555,301.14282,100551.44,299.95996,-123245,16264,89.4,340.0974
2024/8/13 22:00,-1.607605,-0.054473877,301.60596,100608.25,300.15137,-104063,11678,86.6,140.83946
2024/8/13 23:00,-1.6629333,-0.3492279,302.20093,100701.31,301.88428,-225530,-13607,85.8,354.40576
2024/8/14 0:00,-2.2219238,0.3990326,302.82007,100700.56,303.80835,-487917,-70204,82.2,684.9917
2024/8/14 1:00,-2.8401337,0.98283386,303.76562,100717.75,305.99536,-722510,-185660,74.8,865.9219
2024/8/14 2:00,-2.8480377,0.8293915,306.4895,100697.81,308.17383,-846326,-382461,59.3,1118.5676
2024/8/14 3:00,-3.146225,0.40130615,306.95605,100662.125,309.73267,-873187,-491684,54.9,1324.565
2024/8/14 4:00,-3.510437,0.05731201,307.19995,100604.625,310.26196,-994629,-601348,53,1361.5769
2024/8/14 5:00,-3.5224762,-0.039611816,307.8374,100531.06,310.48657,-998182,-583045,47.6,1328.8955
2024/8/14 6:00,-3.3604736,-0.4874115,307.7483,100500.875,310.0371,-931673,-522785,49,1305.3186
2024/8/14 7:00,-3.252655,-0.78489685,307.0918,100445.875,309.17993,-875032,-434591,52.8,1207.3091
2024/8/14 8:00,-3.4910278,-0.73350525,306.28345,100392.31,307.2068,-710567,-298113,56.1,1153.688
2024/8/14 9:00,-3.2436829,-1.3023987,306.00757,100418.81,305.58252,-536781,-160963,57,1047.3091
2024/8/14 10:00,-1.8298492,-0.7588196,303.91992,100521.44,303.5205,-317222,-14939,67.4,668.7556
2024/8/14 11:00,-0.86613464,-1.5528259,303.49683,100548.06,301.44482,-159081,21944,70,355.37695
2024/8/14 12:00,-0.71318054,-1.5158691,302.93115,100633.81,301.2666,-113594,21631,73.8,290.68872
2024/8/14 13:00,-1.1609955,-1.7332153,302.86768,100626.25,300.79224,-102744,22930,75.4,310.8152
2024/8/14 14:00,-1.7800598,-1.562149,302.0271,100653.5,300.48975,-91165,21916,80.2,361.0996
2024/8/14 15:00,-2.1326141,-1.1677094,301.80225,100660.56,300.3108,-86035,22924,81.6,393.729
2024/8/14 16:00,-2.391861,-1.029892,301.76025,100649.31,300.21606,-80734,22903,82.5,418.69385
2024/8/14 17:00,-2.0183105,-1.0955963,301.25073,100626.44,300.2395,-76148,18559,85.2,385.81567
